歌曲名,时长,作者,专辑
Everybody,3:29,Ingrid Michaelson,Everybody
jaded,2:40,sadeyes,jaded
I Remember,2:48,MOCCA,My Diary
Valder Fields,2:38,Tamas Wells,A Plea en Vendredi
"Trust Nobody Love, Nobody The Same",2:13,sagun,"Trust Nobody Love, Nobody The Same"
I Dont Sleep,1:43,Whize,I Dont Sleep
Shutterbug,3:18,Glenna,Shutterbug
爱江山更爱美人,2:38,阿虾,爱江山更爱美人 (翻自 李丽芬)
I'm So Sorry,3:0,Hearts & Colors,I'm So Sorry
群星-送给你晚安的歌（房子帆 remix）,2:30,房子帆,安宁
大眠 (完整版),3:4,小乐哥（王唯乐）,大眠 (完整版)
Bibbidi Bobbidi Boo,2:59,手嶌葵,"Miss AOI - Bonjour,Paris!"
Best of 2014: Problem / Boom Clap / Rude / Am I Wrong / All About That Bass / All of Me / Chandelier / Blank Space / Not a Bad Thing / Happy,3:23,Anthem Lights,Best Of 2007-2014 Medley
They Don't Need Me,1:35,Sarcastic Sounds,They Don't Need Me
rerouting,1:50,deadbeatteen,rerouting
Shotgun,2:54,Us The Duo,Shotgun
Tony Igy-Astronomia（Jiaye remix）,3:43,Jiaye,Astronomia (Jiaye Bootleg)
whole heart,1:10,m6ke,when in doubt
卑微小调,2:52,要不要买菜,卑微小调
全球变冷 快乐版,0:36,千里狗,Cover 2
I Don't Sleep,1:43,Sarcastic Sounds,I Don't Sleep
盛夏的果实,2:10,阿虾,盛夏的果实
Sunflower Feelings,1:28,Kuzu Mellow,Sunflower Feelings
好想爱这个世界啊,4:18,华晨宇,好想爱这个世界啊
WILLOW-Wait a Minute!(抖音版)（小晨GG Remix）,0:32,陈嘉楠,Wait a Minute!
红色高跟鞋,3:1,杜航,红色高跟鞋
comethru,3:1,Jeremy Zucker,"summer,"
Italian Coffee Shop,4:56,3Nacria,Italian Coffee Shop
☁☂,2:48,Die-OverXYC,☁☂
Oblivion,3:31,TheFatRat,Oblivion
Сука блядь,3:2,DJ Blyatman,Cyka Blyat
Umbrella (Matte Remix),4:45,Matte,Umbrella (Matte Remix)
悬溺,3:17,葛东琪,第二街区
哈尼宝贝,3:29,南征北战NZBZ,6415
卑微小调demo,2:35,要不要买菜,卑微小调
正 在 退 出 人 類 遊 戲 ▁ ▂ ▃,2:25,Seto,正 在 退 出 人 類 遊 戲 ▁ ▂ ▃
Sad!,2:46,XXXTENTACION,Sad!
Move Up (Lost Gravity),3:4,Mr. Polska,Ibiza 2016
Dead Inside,2:24,ACThree333,Im upset
It's You,3:32,Ali Gatie,It's You
愿,0:35,千里狗,Cover 4
僕が死のうと思ったのは,6:20,中島美嘉,僕が死のうと思ったのは
Best of 2012: Payphone/Call Me Maybe/Wide Awake/Starship/We Are Young,3:29,Anthem Lights,Anthem Lights Covers
again,2:37,timmies,again
Free Loop,3:52,Daniel Powter,"Cf, Movie & Drama Hits 广告，开麦拉！"
Glad You Came,3:15,Boyce Avenue,"Cover Sessions, Vol. 2"
I'll Follow (Acoustic Version),3:18,Fancy Cars,I'll Follow (Acoustic Version)
&burn,2:59,Billie Eilish,&burn
雪花膏,4:27,枯木逢春,亦是此间少年
Tribute (Dj Fernando Lopez Radio Edit),3:33,Lorenzo Ballerini Dj,Tribute
Touch The Sky,2:35,Digital Farm Animals,WeArmada 2018
Gangsta Walk,4:51,Illusionize,Gangsta Walk
这个世界不会好,3:12,子默,故事还没讲完
还有我,3:46,G2er,还有我
The Right Path,2:28,Thomas Greenberg,Age Of Innocence
ᴀʟʟ ɢᴏᴏᴅ,1:56,LuluSweety,安
Take It All In,3:4,Russ,Take It All In
No,2:18,MADILYN,No
Dependent,3:5,еяхат музыка,Dependent (Alex Mako & Md Dj Remix)
不怕【神兵小将片尾曲】-我有勇气我都不怕-（翻自 赵蓓/赵蕾）,2:54,龙虎LH,童年系列（一）神兵小将片尾曲
少一点天分（翻自 孙盛希）,0:15,王贰浪,王贰浪翻唱锦集
rain（prod.bycon，feat snow）,3:22,Shining安吉,rain(prod. bycon feat snow）
Who? (feat. Shiloh Dynasty),2:37,TSUKI,Who? (feat. Shiloh Dynasty)
Butterflies,1:50,Nohidea,Blank Space
关山酒,3:56,风浪才子,关山酒
Out of Time (feat. Eric Lumiere) [Sagan Remix],3:20,Shane 54,Out of Time (feat. Eric Lumiere) [Sagan Remix]
我还想她 爱吃巧乐兹 live (翻自 林俊杰),0:34,巧乐兹,我还想她 爱吃巧乐兹 live
夏日梦马,2:24,程安,联美旅社
寂寞先生,3:5,马英伦,寂寞先生
初恋旧爱新欢,5:3,RAiNBOW计划,红
Bailemen Swing,4:25,The Shanghai Restoration Project,Mungbean Mash
耿,0:41,千里狗,Cover 3
Sold Out,3:33,Jonathan Steingard,Diamonds
Body,2:43,Loud Luxury,Body
Leyla,3:1,Mesto,Leyla
Flower(Prod.ZIV),3:29,Louis duke,Flower
Midnight City,4:3,M83,Midnight City (Remix EP)
形容,3:45,沈以诚,初遇
2 soon,3:26,keshi,2 soon
sleepyhead,2:23,submarine boy,sleepyhead
断点,4:2,巧乐兹,断点
时迁,3:51,耳朵玥,时迁
‎・ࡇ・,3:33,空匪,污言秽语
我们再重蹈覆辙好不好,3:23,LuluSweety,我们再重蹈覆辙好不好
从前从前,3:11,邹念慈,心情气象播报台
Bellyache (Marian Hill Remix),3:40,Billie Eilish,Bellyache (Marian Hill Remix)
Better Now,3:51,Post Malone,beerbongs & bentleys
Cradles,3:29,Sub Urban,Cradles
Lolita,3:20,Voxlight,Lolita
午夜心碎俱乐部2.0,2:34,大D(DLyn),午夜心碎俱乐部2.0
The Evening Primrose (Shanghai Restoration Project Remix),3:9,The Shanghai Restoration Project,"The Shanghai Restoration Project - Remixed and Restored, Vol. 1"
山海remix,2:17,鹿头LuTo,所爱隔山海
Better Not,3:42,Louis The Child,Better Not
Waiting For,3:5,Joakim Lundell,Feelings
秘密（Gasping）,2:43,Oceanlee,秘密（Gasping）
My Heart Will Go On,4:22,满舒克,My Heart Will Go On
甜不辣,1:6,陈阳,阳阳的弹唱第六弹
Havana,3:36,Camila Cabello,Havana
这只伶俐的棕色狐狸跳过一只懒惰的狗,3:14,黑羊,这只伶俐的棕色狐狸跳过一只懒惰的狗
我的回忆不是我的,3:52,海鸣威,我的回忆不是我的
离歌,4:27,信乐团,天高地厚
孤独患者,4:31,陈奕迅,？
王大力,3:23,曾雪雅,你会（爱）上我吗
吕梦江,4:42,南青乐队,我在三月的早晨看到了七月的黄昏
烟火,3:51,陈翔,My Stage
可能,3:29,曾雪雅,17
复写 (More),3:7,VH (Vast & Hazy),文明
太聪明,4:23,陈绮贞,Groupies吉他手
爱人呢,3:48,郭采洁,爱造飞鸡
你在 不在,4:23,郭采洁,爱异想
麋鹿。,3:50,Quinn葵因,理想
瘦子,2:46,丁世光,瘦子
东京不太热,4:5,Z新豪,Vocaloid作品集
泪桥,3:45,伍佰 & China Blue,泪桥
最佳损友,3:53,陈奕迅,Life Continues…
拆东墙,4:19,许嵩,苏格拉没有底
天天,4:15,陶喆,I'm OK
我们俩,3:13,郭顶,微微
麦恩莉,4:48,方大同,回到未来
阿普的思念,3:13,诺米么Lodmemo,risingstar12.6
如果爱忘了 (live),4:5,汪苏泷,声生不息·家年华 第12期
素颜,3:58,许嵩,素颜
超市里的马,2:36,普洛扎克Prozac,因特耐游记
说,2:49,蛙池,蛙池 2020-2021
+7,2:59,柠安,+7
一叶知秋,3:25,Y.Z.H于哲浩,一叶知秋
如瓮,3:51,石岩,南吹先生
河流 demo,4:0,蛙池,河流 demo
县城,3:29,刘森,县城
爱人（Live From The 2nd Tour）,5:10,大宽,爱人之所以伟大 Live - 个人巡演现场实录
只想一生跟你走,5:13,张学友,一生跟你走 年度代表作品辑
一样的月光,4:0,徐佳莹,LaLa首张创作专辑
替代品,4:59,Sophis,替代品
April Encounter,3:28,很美味,四月邂逅
少年日记,3:33,nidex,少年日记
没有理想的人不伤心,5:41,新裤子,生命因你而火热
晚,3:13,柠安,晚
贾想,3:0,Aliosha,Jia Zhangke
爱人,5:11,莉莉周她说 Lily Chou-Chou Lied,大预言家
幹物女(WeiWei),3:38,封茗囧菌,幹物女(WeiWei)
永动交车,3:9,30年前，50年后,丧失年轻，勿失年华
大风吹,3:56,草东没有派对,丑奴儿
凄美地,4:10,郭顶,飞行器的执行周期
我想part2,4:41,法老,生于未来
烂泥,2:29,草东没有派对,丑奴儿
正义,5:24,回春丹,正 义
逃亡,4:45,孙燕姿,风筝
假酒兑烟灰,3:3,普信主义,假酒兌煙灰
八,3:46,草东没有派对,瓦合
推拿,3:12,30年前，50年后,丧失年轻，勿失年华
志铭,5:6,犬儒乐队,犬儒
我想去跨越你离我很近但又像相隔一万里的河,3:50,悲伤玩具,我想去跨越你离我很近但又像相隔一万里的河
台风吹 高雄场,4:54,扎进心脏的智齿,林耕佑
Goodnight (feat. Ivri),2:57,ondi vil,Alone in a Room Full of Painful Thoughts
年轻的虚无主义者,4:13,Quinn葵因,年轻的虚无主义者
北极,2:38,曾雪雅,北极
虞美人,0:20,池鱼,池鱼的翻唱专辑
小尘埃,3:2,陈绮贞,Groupies吉他手
上学威龙,3:23,法老,上学嗨mixtape
凛冬将至（Full version）,6:10,徐骁宇DEAN K,凛冬将至Single album
百变酒精,3:43,法老,科幻小说
平行线,3:38,柠安,平行线
葬予规路火烌犹在,4:13,珂拉琪 Collage,MEmento·MORI
妈妈的二十岁,3:36,海洋Bo,妈妈的二十岁
假面 (Ghost face),3:37,法老,假面 (Ghost face)
但,2:22,草东没有派对,瓦合
谁家,3:6,池鱼,谁家
山海,4:11,草东没有派对,丑奴儿
三线浮世绘,3:52,凯桑,三线浮世绘
皮囊,3:54,犬儒乐队,犬儒
Crazy Rap (Colt 45 & 2 Zig Zags),5:28,Afroman,The Good Times
美梦,2:15,温舒娴,浪漫情绪
二十六岁的草木,3:40,凯桑,二十六岁的草木
陌生女人的来信,4:39,UmzBeatz,陌生女人的来信
在你的身边,4:22,盛哲,在你的身边
對不起我做不到答應了你的事,4:40,康士坦的变化球,更迭
苏州河,5:20,Aliosha,SuZhou He
夏宫,6:23,Aliosha,Summer Palace
你的乖小孩（海浪啊）,2:37,2Yu.,走过咖啡屋
爱如火,2:4,一只瓜瓜,爱如火
东海老人,4:4,裁缝铺,东海老人
阿婆说（翻自 暗杠）,4:2,冷雪儿,阿婆说
乌梅子酱,4:17,李荣浩,纵横四海
what that means ？,3:9,鹿子野,what that means ?
精卫,2:56,30年前，50年后,丧失年轻，勿失年华
花桥,3:11,回春丹,耳鬼出风
小模样,2:59,张小只ya,小模样
未末 (写给00后致以童年),3:26,SwevenG骨子哥,未末 (写给00后致以童年)
范进中举,3:45,卦者灵风,范进中举
鼓楼,4:41,赵雷,无法长大
You'll Get Over It,3:36,benihime,You'll Get Over It
红,2:41,罗言,When the world is came，take it！
我记得,5:29,赵雷,署前街少年
画,3:48,赵雷,赵小雷
04 有些答案不必等,5:38,三册柏,三册柏2020
South Side,3:15,顽童MJ116,South Side
给你给我,4:1,毛不易,平凡的一天
一半甜,3:8,曾雪雅,一半甜
遺憾,4:17,陈洁仪,重譯 陳潔儀
美好的事可不可以發生在我身上,3:41,来自阿曼,美好的事可不可以發生在我身上
藍色大門,2:5,Motive蓝吉,青春物语
迷恋,6:31,梅卡德尔,梅卡德尔
没你也能活下去,2:47,Jony J,24時·Am
与浪之间,4:49,VH (Vast & Hazy),次等秘密
万千花蕊慈母悲哀,3:56,珂拉琪 Collage,MEmento·MORI
必杀技,3:52,古巨基,游戏 基
遥远的她,4:17,张学友,遥远的她·Amour
匿名的好友,3:16,小包Zerinn,千禧·改
无法剪辑的电影,10:1,刮刮乐,蒙太奇
不露声色,5:5,Jam,不露声色
02 苏州河（prod. by 三册柏）,4:15,三册柏,世纪开心馆
非白,3:43,Quinn葵因,理想
搁浅的人,4:31,康士坦的变化球,搁浅的人
带我去找夜生活,4:59,告五人,带我去找夜生活
你不能同时喜欢两个人的菜,2:30,weloveminz,你不能同时喜欢两个人的菜
现 在 的 你,2:56,21st Century Schizoid Man,现 在 的 你
鱼仔,4:45,郁欢,郁欢的翻唱噜
泸沽湖,4:6,麻园诗人,不爱说话的人
若是明仔载,3:45,曹雅雯,自本
哑牛,3:42,蛙池,哑牛
自我乍现,4:4,Quinn葵因,微观叙事
美好的事可不可以发生在我身上,6:2,康士坦的变化球,更迭
孤独是肩膀上自己的手,2:56,邹念慈,孤独是肩膀上自己的手
漠河舞厅,5:34,柳爽,1st.星球
不说 (原来是不说),3:38,周公,不说
不要怕&啊杰咯,5:23,莫西子诗,不要怕&啊杰咯
美梦,4:20,周公,美梦
就让我在春风沉醉的夜晚老去,3:44,野夫子,逝
畅所欲言（demo）,2:50,刘佳奇,畅所欲言（demo）
给自己的歌,4:38,李宗盛,南下专线
云泥,3:9,周公,云泥
丧 prod by 524（FTF）,1:34,张雪飞,丧
外婆桥,4:21,任然,外婆桥
山丘 (Live),6:2,李宗盛,跨年演唱会2013-2014 华语篇
想自由.,1:23,ck曼曼,别了吧
阿里郎 (Live),4:1,钟文UglyZ,中国新说唱2020 第六期
年轮,0:39,Y1nJ1e,年轮
一直很安静,0:31,周泽楷,愿每个孤独的夜晚都有人相伴
考其正 下雨天,0:32,考其正,翻唱
有我呢,4:5,张郁梓,有我呢
伯虎说 (feat.唐伯虎Annie),3:40,伯爵Johnny,伯虎说 (feat.唐伯虎Annie)
中间人,3:20,Ice Paper,中间人
万拒（吉他版）,3:41,就是南方凯,万拒
蝴蝶泉边,4:5,黄雅莉,崽崽
阿拉斯加海湾,4:1,蓝心羽,阿拉斯加海湾
最后一页（爱只能在回忆里完整）,3:41,洛尘鞅_,最后一页
茫,3:47,李润祺,茫
我好想你,5:26,苏打绿,秋：故事
天下,3:31,高鱼,天下
低空飞行（翻自 沈以诚）,0:32,千里狗,Cover 9
胸大的姑娘--旁白版（翻自 留声玩具）,1:36,孙振宇,各种Cover
岁月神偷,4:4,金玟岐,完美世界
再见,1:11,粥粥和小伙,0音质的弹唱
与我无关（片段版）,0:17,小乐哥（王唯乐）,与我无关
没有结局的相遇,3:13,厘小白,没有结局的相遇（515431班歌）
MOM,2:54,蜡笔小心,MOM
一月二十七日的口水歌之男女平等篇哈哈哈,1:25,孙振宇,杂
Ben 10-《Ben 10》动画主题曲,0:57,,
画心 (男生版),4:1,要不要买菜,画心 (男生版)
关于你,3:24,李政岳T-L,关于你
海底,1:44,一支榴莲,《独》
负重一万斤长大,4:22,太一,第一次做人
关于你的心事,3:56,刘梓炎,关于你的心事
治愈至于止于致郁吗,2:40,刘思鉴,治郁鲸
王巨星-愿你安好（FOMY remix）,3:55,FOMY,FOMY MIX CHINES POP SONGS
还是分开,3:46,张叶蕾,还是分开
Flower,3:32,恶梦Yk,Flower
七夕（弹唱版）（翻自 许嵩）,0:33,向文涛,Cover 6
囍（Chinese Wedding）,3:36,葛东琪,囍（Chinese Wedding）
想自由,0:42,千里狗,Cover 2
最甜情歌,2:58,红人馆,迷人的宝贝
别渴望,3:8,老田,别问
一个,3:45,陈壹千,二十出头
王巨星《关键词》,0:24,王巨星,王巨星的翻唱集
关键词（女版）（翻自 林俊杰）,0:37,坠,关键词（女版）（翻自 林俊杰）
此刻你我都是古惑仔,0:35,MAMUSUONA,Be Your Sun
我被堵在爱情的死胡同,2:48,徐锦辉,我所热爱的世界与你
那个短发姑娘,4:41,杨力,那个短发姑娘
多情种（母带版）,3:35,要不要买菜,多情种
琴师,4:21,要不要买菜,琴师
遇见你的时候所有星星都落到我头上,0:36,千里狗,Cover 6
告白,0:35,千里狗,Cover 1
人间不值得,1:3,千里狗,Cover 2
放生,4:24,陈阳,放生
爱江山更爱美人,2:38,阿虾,爱江山更爱美人 (翻自 李丽芬)
群星-送给你晚安的歌（房子帆 remix）,2:30,房子帆,安宁
大眠 (完整版),3:4,小乐哥（王唯乐）,大眠 (完整版)
卑微小调,2:52,要不要买菜,卑微小调
全球变冷 快乐版,0:36,千里狗,Cover 2
盛夏的果实,2:10,阿虾,盛夏的果实
好想爱这个世界啊,4:18,华晨宇,好想爱这个世界啊
红色高跟鞋,3:1,杜航,红色高跟鞋
悬溺,3:17,葛东琪,第二街区
哈尼宝贝,3:29,南征北战NZBZ,6415
卑微小调demo,2:35,要不要买菜,卑微小调
愿,0:35,千里狗,Cover 4
雪花膏,4:27,枯木逢春,亦是此间少年
这个世界不会好,3:12,子默,故事还没讲完
还有我,3:46,G2er,还有我
少一点天分（翻自 孙盛希）,0:15,王贰浪,王贰浪翻唱锦集
我好像在哪见过你,4:39,薛之谦,初学者
关山酒,3:56,风浪才子,关山酒
我还想她 爱吃巧乐兹 live (翻自 林俊杰),0:34,巧乐兹,我还想她 爱吃巧乐兹 live
夏日梦马,2:24,程安,联美旅社
寂寞先生,3:5,马英伦,寂寞先生
初恋旧爱新欢,5:3,RAiNBOW计划,红
耿,0:41,千里狗,Cover 3
形容,3:45,沈以诚,初遇
断点,4:2,巧乐兹,断点
时迁,3:51,耳朵玥,时迁
总在四下无人的夜晚想起你（翻自 无孟子）,0:23,耳朵玥,叹气会让幸福溜走的
我们再重蹈覆辙好不好,3:23,LuluSweety,我们再重蹈覆辙好不好
从前从前,3:11,邹念慈,心情气象播报台
山海remix,2:17,鹿头LuTo,所爱隔山海
秘密（Gasping）,2:43,Oceanlee,秘密（Gasping）
My Heart Will Go On,4:22,满舒克,My Heart Will Go On
甜不辣,1:6,陈阳,阳阳的弹唱第六弹
着迷,3:19,MAREA,着迷
姑娘,2:38,隔壁老樊,你是姑娘不是我的新娘
一直很安静（Acoustic）,2:44,大邱,一直很安静
环游星空,1:1,陈阳,阳阳的弹唱第二弹
樱花草 (翻自 sweety),3:51,苏白睡醒啦,樱花草
春风十里,6:15,鹿先森乐队,所有的酒，都不如你
父亲写的散文诗,3:48,许飞,父亲写的散文诗
理想三旬,3:30,陈鸿宇,浓烟下的诗歌电台
山楂树の恋（cover大能人）,3:3,程佳佳,山楂树の恋
第三人称（Cover HusH!）,0:15,王贰浪,王贰浪翻唱锦集
Back to dream.,2:51,某幻君,马了丁大
足够,3:14,周星星,足够
一点点（翻自 唧唧JIJI）,0:56,Superluckyqi,SuperLuckyQi的中文翻唱
盗墓笔记·十年人间,4:42,青肆ToriDo,青肆迷一般的yy直录
拜拜,3:21,浙音4811（一个大金意）,拜拜
云烟成雨（Cover 房东的猫）,0:20,王贰浪,王贰浪翻唱锦集
动物世界,3:50,薛之谦,渡
木偶人,4:46,薛之谦,尘
偏爱,3:32,张芸京,仙剑奇侠传三 电视原声带
如果的事,3:30,Superluckyqi,如果的事
GIAO！,1:24,倒悬的橘子,Giao！
狂浪生,4:16,一棵小葱,狂浪生
盗墓笔记·十年人间,4:37,李常超 (Lao乾妈),盗墓笔记·十年人间
这一生关于你的风景,4:23,枯木逢春,亦是此间少年
把孤独当做晚餐,2:55,井胧,把孤独当做晚餐
我爱你 Luv Is Luv,3:21,贺仙人,我爱你
后来的我们（翻自 五月天）,0:57,二嘉,后来的我们（cover五月天）
苦中作乐<音量大版>,2:48,石白其,苦中作乐-初始版
那女孩对我说 (完整版),4:40,Uu,那女孩对我说
情深深雨濛濛,2:35,杨胖雨,情深深雨濛濛
人间不值得,4:47,大柯,人间不值得
一生独一（翻自 西彬呀）,4:10,阮言Ruany,一生独一完整版
缘分一道桥,4:4,向剑林,缘分一道桥
恋曲2018,5:27,王贰浪,恋曲2018
侧脸,3:37,于果,侧脸
问,2:0,占二曦,问
归去来兮,3:26,花粥,一碗
多想在平庸的生活拥抱你,4:29,隔壁老樊,我曾
心如止水,3:5,Ice Paper,成语接龙
后来的我们（Cover 五月天）,3:8,王贰浪,王贰浪翻唱锦集
有一种悲伤,3:57,黄丽玲,比悲伤更悲伤的故事 电影原声带
最近-王小帅,0:51,王小帅,最近
8PM,3:19,TerryZhong钟天利,8PM
爱你,4:7,王贰浪,爱你
说爱你,3:22,刘至佳,说爱你
你，好不好？,4:47,周兴哲,爱，教会我们的事
光,2:21,陈粒,如也
只对你有感觉（预告版）,1:30,猫二,只对你有感觉
天亮以前说再见,4:0,何野,天亮以前说再见
辞九门回忆,4:1,解忧草,辞.九门回忆
探清水河,5:4,晓月老板,探清水河
月牙湾,3:39,丫蛋蛋,月牙湾
电影情圣：我在人民广场吃炸鸡,1:56,程思佳,电影情圣插曲我在人民广场吃炸鸡
出山,3:20,花粥,粥请客（四）
俗气且油腻,3:30,BigYear大年,俗气且油腻
湖,3:30,李棒棒Muti,湖
小宇（女声吉他弹唱）（翻自 张震岳）,2:24,李瑨瑶,你瑶的吉他弹唱第二弹（抖音）
夏,4:2,太一,夏
只想对你说,4:25,掌嘴,只想对你说
（笑）,3:49,太一,（笑）
我还年轻 我还年轻,5:47,老王乐队,吾十有五而志于学
⛲️,1:53,ZzHhOoUuZzHhAaNnGgYu,ZzHhOoUuZzHhAaNnGgYu
我想,4:8,余佳运,幸福三部曲
青柠,3:19,徐秉龙,青柠
去年夏天,4:5,王大毛,去年夏天
这些民谣-一次听个够,8:37,翁大涵,这些民谣一次听个够
东西,2:40,很美味,东西
写给黄淮（demo）,3:48,邵帅,我在黄淮
虚拟,4:16,王贰浪,王贰浪翻唱锦集
淘汰,4:45,陈奕迅,认了吧
出卖,4:4,李荣浩,热门华语262
谁 (Live版),4:14,廖俊涛,这个人创作LIVE现场辑
故乡,5:15,许巍,珍藏许巍作品全集
水星记,5:25,郭顶,飞行器的执行周期
年少有为,4:39,李荣浩,耳朵
当妮走了,3:49,徐真真,当妮走了
越来越不懂（Cover 蔡健雅）,3:33,杨子为,2017杨子为
夜空中最亮的星,4:12,逃跑计划,世界
情非得已-少女版（Cover 庾澄庆）,4:36,小奶喵kitty,情非得已-少女版（原唱：庾澄庆）
模特,5:6,李荣浩,模特
我多喜欢你，你会知道（Cover 王俊琪）,3:19,苏琛,我多喜欢你，你会知道
安河桥（Cover 宋冬野）,3:49,王贰浪,王贰浪翻唱锦集
篝火旁,3:39,吕大叶,313
FLY-飞,4:24,ANU,FLY-飞
撒野,4:8,凯瑟喵,撒野
记念,3:23,RAiNBOW计划,橙
都选C-乔杉版(《缝纫机乐队》电影插曲)（Cover 乔杉）,2:59,郑德超,《缝纫机乐队》电影原声
盗将行,3:18,花粥,粥请客（二）
黑凤梨,3:58,封茗囧菌,黑凤梨
失恋,2:53,草蜢,我们的草蜢
风的季节,3:24,kie音乐,风的季节（Cover 徐小凤）
你要的全拿走,4:59,胡彦斌,覅忒好
最后我们没在一起,3:19,白小白,最后我们没在一起
我已经爱上你（情词尧/二郎）,2:14,情词尧,一秒钟而已
一百万个可能,4:35,Christine Welch,一百万个可能
一半柠檬（《Lemon》中文填词）,4:7,祈Inory,一半柠檬（《Lemon》中文填词）
往后余生,3:51,王贰浪,往后余生
走马,3:55,陈粒,如也
阿珍爱上了阿强,6:49,五条人,梦幻丽莎发廊
Next World (TV Edit),1:24,牛奶咖啡,Next World (TV Edit)
再飞行,1:31,逃跑计划,再飞行
世界上的另一个我,3:58,阿肆,成为了这样的大人，并不可耻
借我,4:17,谢春花,算云烟
可能否,3:47,木小雅,可能否
水之畔 (feat. 陶心瑶),3:3,王奇歆,Sound of Tomorrow2016
青梅竹马,4:2,陈秋含,青梅竹马
杀死那个石家庄人,5:44,万能青年旅店,万能青年旅店 同名专辑
纸短情长 (完整版),5:0,烟把儿,纸短情长
东京不太热,3:44,封茗囧菌,东京不太热
最后的旅行——记《龙族》,4:47,绘梨衣,热门华语264
我多喜欢你，你会知道,3:19,王俊琪,致我们单纯的小美好 影视原声带
豆花之歌（翻自 Pianoboy高至豪）,3:44,锦零,zero
【薛晓/晓薛】归途 - 《锁麟囊》延伸曲,4:59,漆柚,【漆柚】归途【薛晓/晓薛】
We Are One (feat. Karin Lv),4:6,TerryZhong钟天利,We Are One
猴子说(M&K Remix）,3:15,M&K,猴子说
红色高跟鞋,3:26,蔡健雅,若你碰到他
